ProductID,Product,Segment,Category,ManufacturerID,Price
184,Atlas UE-12,Extreme,,1,USD 866.25
89,Atlas UM-16,Moderation,,1,USD 839.48
185,Atlas UE-13,Extreme,,1,USD 830.8125
90,Atlas UM-17,Moderation,,1,USD 329.78
187,Atlas UE-15,Extreme,,1,USD 823.73
91,Atlas UM-18,Moderation,,1,USD 329.78
188,Atlas UE-16,Extreme,,1,USD 771.75
92,Atlas UM-19,Moderation,,1,USD 998.8125
93,Atlas UM-20,Moderation,,1,USD 1165.24
94,Atlas UM-21,Moderation,,1,USD 891.98
95,Atlas UM-22,Moderation,,1,USD 329.78
96,Atlas UM-23,Moderation,,1,USD 771.225
97,Atlas UM-24,Moderation,,1,USD 634.73
98,Atlas UM-25,Moderation,,1,USD 329.78
99,Atlas UM-26,Moderation,,1,USD 786.975
100,Atlas UM-27,Moderation,,1,USD 1039.5
101,Atlas UM-28,Moderation,,1,USD 329.78
102,Atlas UM-29,Moderation,,1,USD 849.98
103,Atlas UM-30,Moderation,,1,USD 913.1325
104,Atlas UM-31,Moderation,,1,USD 329.78
105,Atlas UM-32,Moderation,,1,USD 329.78
106,Atlas UM-33,Moderation,,1,USD 987.2625
107,Atlas UM-34,Moderation,,1,USD 658.88
108,Atlas UM-35,Moderation,,1,USD 987
109,Atlas UM-36,Moderation,,1,USD 1257.38
110,Atlas UM-37,Moderation,,1,USD 576.975
111,Atlas UM-38,Moderation,,1,USD 792.75
112,Atlas UM-39,Moderation,,1,USD 329.78
113,Atlas UM-40,Moderation,,1,USD 839.475
114,Atlas UM-41,Moderation,,1,USD 886.73
115,Atlas UM-42,Moderation,,1,USD 957.6
116,Atlas UM-43,Moderation,,1,USD 329.78
117,Atlas UM-44,Moderation,,1,USD 329.78
118,Atlas UM-45,Moderation,,1,USD 1572.38
119,Atlas UM-46,Moderation,,1,USD 329.78
120,Atlas UM-47,Moderation,,1,USD 839.48
121,Atlas UM-48,Moderation,,1,USD 329.78
122,Atlas UM-49,Moderation,,1,USD 329.78
123,Atlas UM-50,Moderation,,1,USD 329.78
124,Atlas UM-51,Moderation,,1,USD 329.78
125,Atlas UM-52,Moderation,,1,USD 555.975
127,Atlas UM-54,Moderation,,1,USD 839.475
126,Atlas UM-53,Moderation,,1,USD 329.78
128,Atlas UM-55,Moderation,,1,USD 687.225
130,Atlas UR-01,Regular,Urban,1,USD 832.125
132,Atlas UR-03,Regular,,1,USD 782.25
129,Atlas UM-56,Moderation,,1,USD 329.78
133,Atlas UR-04,Regular,,1,USD 813.23
135,Atlas UR-06,Regular,,1,USD 492.975
131,Atlas UR-02,Regular,,1,USD 329.78
136,Atlas UR-07,Regular,,1,USD 455.44
139,Atlas UR-10,Regular,,1,USD 629.48
140,Atlas UR-11,Regular,,1,USD 666.23
134,Atlas UR-05,Regular,,1,USD 329.78
141,Atlas UR-12,Regular,,1,USD 681.98
142,Atlas UR-13,Regular,,1,USD 769.125
143,Atlas UR-14,Regular,,1,USD 485.625
137,Atlas UR-08,Regular,,1,USD 329.78
144,Atlas UR-15,Regular,,1,USD 482.48
138,Atlas UR-09,Regular,,1,USD 329.78
145,Atlas UR-16,Regular,,1,USD 471.98
146,Atlas UR-17,Regular,,1,USD 540.225
148,Atlas UR-19,Regular,,1,USD 690.38
149,Atlas UR-20,Regular,,1,USD 393.23
150,Atlas UR-21,Regular,,1,USD 569.1
151,Atlas UR-22,Regular,,1,USD 356.475
152,Atlas UR-23,Regular,,1,USD 471.975
153,Atlas UR-24,Regular,,1,USD 448.35
155,Atlas UR-26,Regular,,1,USD 502.69
147,Atlas UR-18,Regular,,1,USD 329.78
157,Atlas UR-28,Regular,,1,USD 666.225
158,Atlas UR-29,Regular,,1,USD 656.25
159,Atlas UR-30,Regular,,1,USD 805.88
160,Atlas UR-31,Regular,,1,USD 729.75
162,Atlas UR-33,Regular,,1,USD 485.625
163,Atlas UR-34,Regular,,1,USD 566.48
164,Atlas UR-35,Regular,,1,USD 589.58
154,Atlas UR-25,Regular,,1,USD 329.78
165,Atlas UR-36,Regular,,1,USD 740.25
166,Atlas UR-37,Regular,,1,USD 624.75
156,Atlas UR-27,Regular,,1,USD 329.78
168,Atlas UR-39,Regular,,1,USD 629.48
170,Atlas UR-41,Regular,,1,USD 752.0625
197,Atlas YY-01,Youth,Youth,1,USD 503.48
198,Atlas YY-02,Youth,,1,USD 524.48
161,Atlas UR-32,Regular,,1,USD 329.78
167,Atlas UR-38,Regular,,1,USD 329.78
169,Atlas UR-40,Regular,,1,USD 329.78
171,Atlas UR-42,Regular,,1,USD 329.78
172,Atlas UR-43,Regular,,1,USD 329.78
179,Atlas UE-07,Extreme,,1,USD 329.78
186,Atlas UE-14,Extreme,,1,USD 329.78
199,Affinity UM-01,Moderation,Urban,3,USD 1286.2
200,Affinity UM-02,Moderation,,3,USD 1312.45
201,Affinity UM-03,Moderation,,3,USD 1569.7
202,Affinity UM-04,Moderation,,3,USD 1443.7
203,Affinity UM-05,Moderation,,3,USD 1076.1975
204,Affinity UM-06,Moderation,,3,USD 965.95
205,Affinity UM-07,Moderation,,3,USD 1157.5725
206,Affinity UM-08,Moderation,,3,USD 1025.6925
207,Affinity UM-09,Moderation,,3,USD 1049.95
208,Affinity UM-10,Moderation,,3,USD 1472.575
209,Affinity UM-11,Moderation,,3,USD 1601.2
210,Affinity UM-12,Moderation,,3,USD 1304.5725
211,Fabrean MA-01,All Season,Mix,5,USD 329.78
212,Fabrean MA-02,All Season,,5,USD 329.78
213,Fabrean RP-01,Productivity,Rural,5,USD 1575
214,Fabrean RP-02,Productivity,,5,USD 1575
215,Fabrean RP-03,Productivity,,5,USD 1522.2375
216,Fabrean RP-04,Productivity,,5,USD 1522.2375
217,Fabrean RP-05,Productivity,,5,USD 329.78
218,Fabrean RP-06,Productivity,,5,USD 329.78
219,Fabrean RP-07,Productivity,,5,USD 1522.24
220,Fabrean RP-08,Productivity,,5,USD 1522.24
221,Fabrean RP-09,Productivity,,5,USD 1522.24
222,Fabrean RP-10,Productivity,,5,USD 1522.24
223,Fabrean UM-01,Moderation,Urban,5,USD 850.24
224,Fabrean UM-02,Moderation,,5,USD 655.99
225,Fabrean UM-03,Moderation,,5,USD 760.99
226,Fabrean UM-04,Moderation,,5,USD 771.49
227,Fabrean UM-05,Moderation,,5,USD 802.99
228,Fabrean UM-06,Moderation,,5,USD 655.99
229,Fabrean UR-01,Regular,Urban,5,USD 603.4875
230,Fabrean UR-02,Regular,,5,USD 682.2375
231,Fabrean UR-03,Regular,,5,USD 724.24
232,Fabrean UR-04,Regular,,5,USD 340.9875
233,Fabrean UR-05,Regular,,5,USD 393.4875
234,Fabrean UR-06,Regular,,5,USD 440.74
235,Fabrean UR-07,Regular,,5,USD 524.74
236,Fabrean UR-08,Regular,,5,USD 577.24
237,Fabrean UR-09,Regular,,5,USD 577.24
238,Fabrean UR-10,Regular,,5,USD 393.49
239,Fabrean UR-11,Regular,,5,USD 419.74
240,Fabrean UR-12,Regular,,5,USD 472.24
241,Fabrean UR-13,Regular,,5,USD 419.74
242,Fabrean UR-14,Regular,,5,USD 472.24
243,Fabrean UR-15,Regular,,5,USD 603.49
244,Fabrean UR-16,Regular,,5,USD 629.74
245,Fabrean UR-17,Regular,,5,USD 314.74
246,Fabrean UR-18,Regular,,5,USD 760.99
247,Fabrean UR-19,Regular,,5,USD 419.74
248,Fabrean UR-20,Regular,,5,USD 582.49
249,Fabrean UR-21,Regular,,5,USD 419.74
250,Fabrean UR-22,Regular,,5,USD 629.7375
251,Fabrean UR-23,Regular,,5,USD 582.49
252,Fabrean UR-24,Regular,,5,USD 629.74
253,Fabrean UR-25,Regular,,5,USD 734.74
254,Fabrean UR-26,Regular,,5,USD 839.74
255,Fabrean UR-27,Regular,,5,USD 340.99
256,Fabrean UR-28,Regular,,5,USD 451.24
257,Fabrean UR-29,Regular,,5,USD 587.7375
258,Fabrean UR-30,Regular,,5,USD 682.24
259,Fabrean UR-31,Regular,,5,USD 629.74
260,Fabrean UR-32,Regular,,5,USD 682.24
261,Fabrean UR-33,Regular,,5,USD 787.24
262,Fabrean UR-34,Regular,,5,USD 393.49
263,Fabrean UR-35,Regular,,5,USD 577.24
264,Fabrean UR-36,Regular,,5,USD 708.49
265,Fabrean UR-37,Regular,,5,USD 655.99
266,Fabrean UR-38,Regular,,5,USD 708.49
267,Fabrean UR-39,Regular,,5,USD 367.24
268,Fabrean UR-40,Regular,,5,USD 514.24
269,Fabrean UR-41,Regular,,5,USD 451.24
270,Fabrean UR-42,Regular,,5,USD 456.49
271,Fabrean UR-43,Regular,,5,USD 561.4875
272,Fabrean UR-44,Regular,,5,USD 629.74
273,Fabrean UR-45,Regular,,5,USD 445.99
274,Fabrean UR-46,Regular,,5,USD 603.49
275,Fabrean UR-47,Regular,,5,USD 787.2375
276,Fabrean UR-48,Regular,,5,USD 524.74
277,Fabrean UR-49,Regular,,5,USD 734.74
278,Fabrean UR-50,Regular,,5,USD 393.49
279,Fabrean UR-51,Regular,,5,USD 682.24
280,Fabrean UE-01,Extreme,Urban,5,USD 1049.74
281,Fabrean UE-02,Extreme,,5,USD 1312.24
282,Fabrean UE-03,Extreme,,5,USD 1207.24
283,Fabrean UE-04,Extreme,,5,USD 329.78
284,Fabrean UE-05,Extreme,,5,USD 329.78
285,Fabrean UE-06,Extreme,,5,USD 329.78
286,Fabrean UE-07,Extreme,,5,USD 329.78
287,Fabrean UE-08,Extreme,,5,USD 329.78
288,Fabrean UE-09,Extreme,,5,USD 865.99
289,Fabrean UE-10,Extreme,,5,USD 892.2375
290,Fabrean UE-11,Extreme,,5,USD 1128.49
291,Fabrean UE-12,Extreme,,5,USD 823.99
292,Fabrean UE-13,Extreme,,5,USD 697.99
293,Fabrean UE-14,Extreme,,5,USD 708.49
294,Fabrean UE-15,Extreme,,5,USD 787.24
295,Fabrean UE-16,Extreme,,5,USD 1049.74
296,Fabrean UE-17,Extreme,,5,USD 2309.74
297,Fabrean UE-18,Extreme,,5,USD 708.49
298,Fabrean UE-19,Extreme,,5,USD 813.75
299,Fabrean UE-20,Extreme,,5,USD 734.74
300,Fabrean UE-21,Extreme,,5,USD 776.74
301,Fabrean UE-22,Extreme,,5,USD 329.78
302,Fabrean UE-23,Extreme,,5,USD 329.78
303,Fabrean UE-24,Extreme,,5,USD 480.375
304,Fabrean UE-25,Extreme,,5,USD 944.74
305,Fabrean UE-26,Extreme,,5,USD 1680
306,Fabrean UE-27,Extreme,,5,USD 1259.74
307,Fabrean UE-28,Extreme,,5,USD 1154.74
308,Fabrean UE-29,Extreme,,5,USD 1285.99
309,Fabrean UE-30,Extreme,,5,USD 3412.5
310,Fabrean UE-31,Extreme,,5,USD 944.7375
311,Fabrean UE-32,Extreme,,5,USD 655.99
312,Fabrean UE-33,Extreme,,5,USD 776.74
313,Fabrean UE-34,Extreme,,5,USD 760.99
314,Fabrean UE-35,Extreme,,5,USD 435.49
315,Fabrean UE-36,Extreme,,5,USD 550.99
316,Fabrean UE-37,Extreme,,5,USD 483
317,Fabrean UE-38,Extreme,,5,USD 945
318,Fabrean UE-39,Extreme,,5,USD 881.74
319,Fabrean UE-40,Extreme,,5,USD 1102.24
320,Fabrean UE-41,Extreme,,5,USD 1364.74
321,Fabrean UE-42,Extreme,,5,USD 944.74
322,Fabrean UE-43,Extreme,,5,USD 734.74
323,Fabrean UE-44,Extreme,,5,USD 787.5
324,Fabrean UE-45,Extreme,,5,USD 1180.99
325,Fabrean UE-46,Extreme,,5,USD 598.24
326,Fabrean UE-47,Extreme,,5,USD 708.49
327,Fabrean UE-48,Extreme,,5,USD 1207.24
328,Fabrean UE-49,Extreme,,5,USD 329.78
329,Fabrean UE-50,Extreme,,5,USD 329.78
330,Fabrean UE-51,Extreme,,5,USD 577.24
331,Fabrean UE-52,Extreme,,5,USD 928.99
332,Fabrean UE-53,Extreme,,5,USD 997.24
333,Fabrean UE-54,Extreme,,5,USD 839.74
334,Fabrean UE-55,Extreme,,5,USD 2099.74
335,Fabrean UE-56,Extreme,,5,USD 865.99
336,Fabrean UE-57,Extreme,,5,USD 944.74
1908,Sintec MA-01,All Season,Mix,4,USD 448.8225
337,Fabrean UE-58,Extreme,,5,USD 1574.74
1909,Sintec MA-02,All Season,,4,USD 220.45
338,Fabrean UE-59,Extreme,,5,USD 1469.74
1911,Sintec MA-04,All Season,,4,USD 244.075
339,Fabrean UE-60,Extreme,,5,USD 776.74
1912,Sintec MA-05,All Season,,4,USD 377.425
340,Fabrean UE-61,Extreme,,5,USD 329.78
1914,Sintec MA-07,All Season,,4,USD 173.2
341,Fabrean UE-62,Extreme,,5,USD 417.6375
1915,Sintec MA-08,All Season,,4,USD 666.7
342,Fabrean UE-63,Extreme,,5,USD 734.74
1916,Sintec MA-09,All Season,,4,USD 346.45
343,Fabrean UE-64,Extreme,,5,USD 865.99
1918,Sintec MA-11,All Season,,4,USD 734.95
344,Fabrean UE-65,Extreme,,5,USD 329.78
1920,Sintec MA-13,All Season,,4,USD 341.2
345,Fabrean UE-66,Extreme,,5,USD 928.9875
1924,Sintec MA-17,All Season,,4,USD 367.45
346,Fabrean UE-67,Extreme,,5,USD 1049.74
1926,Sintec RP-01,Productivity,Rural,4,USD 99.7
347,Fabrean UE-68,Extreme,,5,USD 3412.5
1927,Sintec RP-02,Productivity,,4,USD 99.7
348,Fabrean UE-69,Extreme,,5,USD 629.74
1930,Sintec RP-05,Productivity,,4,USD 286.0725
349,Fabrean UE-70,Extreme,,5,USD 524.74
1931,Sintec RP-06,Productivity,,4,USD 286.0725
350,Fabrean UE-71,Extreme,,5,USD 598.24
1932,Sintec RP-07,Productivity,,4,USD 440.95
351,Fabrean UE-72,Extreme,,5,USD 1170.49
1933,Sintec RP-08,Productivity,,4,USD 440.95
352,Fabrean UE-73,Extreme,,5,USD 1049.74
1934,Sintec RP-09,Productivity,,4,USD 167.95
353,Fabrean UE-74,Extreme,,5,USD 1732.24
1935,Sintec RP-10,Productivity,,4,USD 167.95
354,Fabrean UE-75,Extreme,,5,USD 1170.49
1936,Sintec RP-11,Productivity,,4,USD 288.7
355,Fabrean UE-76,Extreme,,5,USD 466.99
1937,Sintec RP-12,Productivity,,4,USD 288.7
356,Fabrean UE-77,Extreme,,5,USD 482.74
1938,Sintec RP-13,Productivity,,4,USD 293.95
357,Fabrean UE-78,Extreme,,5,USD 540.49
1939,Sintec RP-14,Productivity,,4,USD 293.95
358,Fabrean UE-79,Extreme,,5,USD 2099.7375
1940,Sintec RP-15,Productivity,,4,USD 217.8225
359,Fabrean UE-80,Extreme,,5,USD 1144.24
1941,Sintec RP-16,Productivity,,4,USD 217.8225
360,Fabrean UE-81,Extreme,,5,USD 787.2375
1942,Sintec RP-17,Productivity,,4,USD 162.6975
361,Fabrean UE-82,Extreme,,5,USD 419.74
1943,Sintec RP-18,Productivity,,4,USD 162.6975
362,Fabrean UE-83,Extreme,,5,USD 734.74
1946,Sintec RP-21,Productivity,,4,USD 280.825
363,Fabrean UE-84,Extreme,,5,USD 329.78
1947,Sintec RP-22,Productivity,,4,USD 280.825
364,Fabrean UE-85,Extreme,,5,USD 1191.49
1948,Sintec RP-23,Productivity,,4,USD 320.2
365,Fabrean UE-86,Extreme,,5,USD 629.74
1949,Sintec RP-24,Productivity,,4,USD 320.2
366,Fabrean UE-87,Extreme,,5,USD 760.99
1950,Sintec RP-25,Productivity,,4,USD 335.95
367,Fabrean UE-88,Extreme,,5,USD 771.4875
1951,Sintec RP-26,Productivity,,4,USD 335.95
368,Fabrean UE-89,Extreme,,5,USD 771.49
1956,Sintec RP-31,Productivity,,4,USD 153.775
369,Fabrean UE-90,Extreme,,5,USD 892.24
1957,Sintec RP-32,Productivity,,4,USD 153.775
370,Fabrean UE-91,Extreme,,5,USD 540.49
1958,Sintec RP-33,Productivity,,4,USD 78.7
371,Fabrean UE-92,Extreme,,5,USD 787.24
1959,Sintec RP-34,Productivity,,4,USD 78.7
372,Fabrean UE-93,Extreme,,5,USD 997.24
1960,Sintec RP-35,Productivity,,4,USD 98.65
373,Fabrean UE-94,Extreme,,5,USD 377.74
1961,Sintec RP-36,Productivity,,4,USD 98.65
374,Fabrean UE-95,Extreme,,5,USD 929.15
1962,Sintec RP-37,Productivity,,4,USD 149.575
375,Fabrean UE-96,Extreme,,5,USD 787.24
1963,Sintec RP-38,Productivity,,4,USD 149.575
376,Fabrean UE-97,Extreme,,5,USD 329.78
1964,Sintec RP-39,Productivity,,4,USD 89.2
377,Fabrean UE-98,Extreme,,5,USD 708.75
1965,Sintec RP-40,Productivity,,4,USD 89.2
378,Fabrean UE-99,Extreme,,5,USD 787.24
1966,Sintec RP-41,Productivity,,4,USD 246.7
379,Fabrean UE-00,Extreme,,5,USD 524.74
1967,Sintec RP-42,Productivity,,4,USD 246.7
380,Fabrean UE-01,Extreme,,5,USD 329.78
1968,Sintec RP-43,Productivity,,4,USD 238.825
381,Fabrean UE-02,Extreme,,5,USD 1264.99
1969,Sintec RP-44,Productivity,,4,USD 238.825
382,Fabrean UE-03,Extreme,,5,USD 928.99
1974,Sintec RP-49,Productivity,,4,USD 57.7
383,Fabrean UE-04,Extreme,,5,USD 629.74
1975,Sintec RP-50,Productivity,,4,USD 57.7
384,Fabrean UE-05,Extreme,,5,USD 1049.74
1978,Sintec RP-53,Productivity,,4,USD 267.7
385,Fabrean UE-06,Extreme,,5,USD 734.74
1979,Sintec RP-54,Productivity,,4,USD 267.7
386,Fabrean UE-07,Extreme,,5,USD 495.8625
1980,Sintec RP-55,Productivity,,4,USD 220.45
387,Fabrean UC-01,Convenience,Urban,5,USD 997.24
1981,Sintec RP-56,Productivity,,4,USD 220.45
388,Fabrean UC-02,Convenience,,5,USD 1102.24
1982,Sintec RS-01,Select,Rural,4,USD 398.95
389,Fabrean UC-03,Convenience,,5,USD 997.24
1983,Sintec RS-02,Select,,4,USD 367.45
390,Fabrean UC-04,Convenience,,5,USD 1390.99
1984,Sintec RS-03,Select,,4,USD 183.7
391,Fabrean UC-05,Convenience,,5,USD 1023.49
1985,Sintec RS-04,Select,,4,USD 160.075
392,Maximus RP-01,Productivity,Rural,7,USD 510.565
1986,Sintec RS-05,Select,,4,USD 167.95
393,Maximus RP-02,Productivity,,7,USD 510.565
1987,Sintec RS-06,Select,,4,USD 209.95
394,Maximus RS-01,Select,Rural,7,USD 1640.575
1989,Sintec RS-08,Select,,4,USD 456.7
395,Maximus RS-02,Select,,7,USD 382.99
1990,Sintec RS-09,Select,,4,USD 267.7
396,Maximus UM-01,Moderation,Urban,7,USD 950.5125
1991,Sintec RS-10,Select,,4,USD 320.2
397,Maximus UM-02,Moderation,,7,USD 1506.6975
1993,Sintec RS-12,Select,,4,USD 120.7
398,Maximus UM-03,Moderation,,7,USD 1585.4475
399,Maximus UM-04,Moderation,,7,USD 329.78
400,Maximus UM-05,Moderation,,7,USD 902.9475
401,Maximus UM-06,Moderation,,7,USD 948.68
402,Maximus UM-07,Moderation,,7,USD 1044.6975
403,Maximus UM-08,Moderation,,7,USD 1164.8175
404,Maximus UM-09,Moderation,,7,USD 1874.1975
405,Maximus UM-10,Moderation,,7,USD 1926.6975
406,Maximus UM-11,Moderation,,7,USD 1926.6975
407,Maximus UM-12,Moderation,,7,USD 1719.3225
408,Maximus UM-13,Moderation,,7,USD 1375.45
409,Maximus UM-14,Moderation,,7,USD 971.78
410,Maximus UM-15,Moderation,,7,USD 1474.9875
411,Maximus UM-16,Moderation,,7,USD 329.78
412,Maximus UM-17,Moderation,,7,USD 1637.9475
413,Maximus UM-18,Moderation,,7,USD 1264.9875
414,Maximus UM-19,Moderation,,7,USD 735
415,Maximus UM-20,Moderation,,7,USD 983.01
416,Maximus UM-21,Moderation,,7,USD 955.4475
417,Maximus UM-22,Moderation,,7,USD 949.5675
418,Maximus UM-23,Moderation,,7,USD 932.4
419,Maximus UM-24,Moderation,,7,USD 1574.2125
420,Maximus UM-25,Moderation,,7,USD 1232.18
421,Maximus UM-26,Moderation,,7,USD 1769.2
422,Maximus UM-27,Moderation,,7,USD 918.49
423,Maximus UM-28,Moderation,,7,USD 1052.8875
424,Maximus UM-29,Moderation,,7,USD 1716.6975
425,Maximus UM-30,Moderation,,7,USD 1022.175
2041,Sintec UE-01,Extreme,Urban,4,USD 997.45
426,Maximus UM-31,Moderation,,7,USD 986.9475
2042,Sintec UE-02,Extreme,,4,USD 624.6975
427,Maximus UM-32,Moderation,,7,USD 1025.0625
2043,Sintec UE-03,Extreme,,4,USD 797.95
428,Maximus UM-33,Moderation,,7,USD 1207.4475
2044,Sintec UE-04,Extreme,,4,USD 393.7
429,Maximus UM-34,Moderation,,7,USD 1900.4475
2045,Sintec UE-05,Extreme,,4,USD 614.2
430,Maximus UM-35,Moderation,,7,USD 944.1075
2046,Sintec UE-06,Extreme,,4,USD 433.075
431,Maximus UM-36,Moderation,,7,USD 1055.2
2047,Sintec UE-07,Extreme,,4,USD 388.45
432,Maximus UM-37,Moderation,,7,USD 935.55
2048,Sintec UE-08,Extreme,,4,USD 477.7
433,Maximus UM-38,Moderation,,7,USD 1007.95
2049,Sintec UE-09,Extreme,,4,USD 456.7
434,Maximus UM-39,Moderation,,7,USD 329.78
2050,Sintec UE-10,Extreme,,4,USD 503.95
435,Maximus UM-40,Moderation,,7,USD 1684.9875
2051,Sintec UE-11,Extreme,,4,USD 750.7
436,Maximus UM-41,Moderation,,7,USD 1873.725
2052,Sintec UE-12,Extreme,,4,USD 766.45
437,Maximus UM-42,Moderation,,7,USD 809.025
2053,Sintec UE-13,Extreme,,4,USD 388.45
438,Maximus UM-43,Moderation,,7,USD 1007.95
2054,Sintec UE-14,Extreme,,4,USD 729.7
439,Maximus UM-44,Moderation,,7,USD 1091.3175
2055,Sintec UE-15,Extreme,,4,USD 734.95
440,Maximus UM-45,Moderation,,7,USD 1637.9475
2056,Sintec UE-16,Extreme,,4,USD 335.95
441,Maximus UM-46,Moderation,,7,USD 671.7375
2057,Sintec UE-17,Extreme,,4,USD 477.7
442,Maximus UM-47,Moderation,,7,USD 882
2058,Sintec UE-18,Extreme,,4,USD 288.7
443,Maximus UM-48,Moderation,,7,USD 940.8
2060,Sintec UE-20,Extreme,,4,USD 383.2
444,Maximus UM-49,Moderation,,7,USD 1112.9475
